ano,estado,tipo,tipo2,quantidade
2005,GOIÁS,Cédulas - 1a. família,20,520
2005,GOIÁS,Cédulas - 1a. família,50,10376
2005,GOIÁS,Cédulas - 1a. família,100,41
2005,MARANHÃO,Cédulas - 1a. família,1,2
2005,MARANHÃO,Cédulas - 1a. família,2,12
2005,MARANHÃO,Cédulas - 1a. família,5,289
2005,MARANHÃO,Cédulas - 1a. família,10,979
2005,MARANHÃO,Cédulas - em polímero,10,21
2005,MARANHÃO,Cédulas - 1a. família,20,483
2005,MARANHÃO,Cédulas - 1a. família,50,2802
2005,MARANHÃO,Cédulas - 1a. família,100,11
2005,MATO GROSSO,Cédulas - 1a. família,1,1
2005,MATO GROSSO,Cédulas - 1a. família,2,3
2005,MATO GROSSO,Cédulas - 1a. família,5,254
2005,MATO GROSSO,Cédulas - 1a. família,10,251
2005,MATO GROSSO,Cédulas - em polímero,10,42
2005,MATO GROSSO,Cédulas - 1a. família,20,124
2005,MATO GROSSO,Cédulas - 1a. família,50,3535
2005,MATO GROSSO,Cédulas - 1a. família,100,113
2005,MATO GROSSO DO SUL,Cédulas - 1a. família,1,2
2005,MATO GROSSO DO SUL,Cédulas - 1a. família,2,17
2005,MATO GROSSO DO SUL,Cédulas - 1a. família,5,147
2005,MATO GROSSO DO SUL,Cédulas - 1a. família,10,949
2005,MATO GROSSO DO SUL,Cédulas - em polímero,10,40
2005,MATO GROSSO DO SUL,Cédulas - 1a. família,20,60
2005,MATO GROSSO DO SUL,Cédulas - 1a. família,50,5208
2005,MATO GROSSO DO SUL,Cédulas - 1a. família,100,16
2005,MINAS GERAIS,Cédulas - 1a. família,1,19
2005,MINAS GERAIS,Cédulas - 1a. família,2,85
2005,MINAS GERAIS,Cédulas - 1a. família,5,2784
2005,MINAS GERAIS,Cédulas - 1a. família,10,12138
2005,MINAS GERAIS,Cédulas - em polímero,10,1361
2005,MINAS GERAIS,Cédulas - 1a. família,20,4329
2005,MINAS GERAIS,Cédulas - 1a. família,50,27574
2005,MINAS GERAIS,Cédulas - 1a. família,100,464
2005,NAO INFORMADO,Cédulas - 1a. família,5,3
2005,NAO INFORMADO,Cédulas - 1a. família,10,30
2005,NAO INFORMADO,Cédulas - em polímero,10,1
2005,NAO INFORMADO,Cédulas - 1a. família,20,1
2005,NAO INFORMADO,Cédulas - 1a. família,50,51
2005,PARÁ,Cédulas - 1a. família,1,1
2005,PARÁ,Cédulas - 1a. família,2,6
2005,PARÁ,Cédulas - 1a. família,5,96
2005,PARÁ,Cédulas - 1a. família,10,2228
2005,PARÁ,Cédulas - em polímero,10,149
2005,PARÁ,Cédulas - 1a. família,20,409
2005,PARÁ,Cédulas - 1a. família,50,2369
2005,PARÁ,Cédulas - 1a. família,100,16
2005,PARAÍBA,Cédulas - 1a. família,2,23
2005,PARAÍBA,Cédulas - 1a. família,5,183
2005,PARAÍBA,Cédulas - 1a. família,10,305
2005,PARAÍBA,Cédulas - em polímero,10,13
2005,PARAÍBA,Cédulas - 1a. família,20,382
2005,PARAÍBA,Cédulas - 1a. família,50,1921
2005,PARAÍBA,Cédulas - 1a. família,100,9
2005,PARANÁ,Cédulas - 1a. família,1,29
2005,PARANÁ,Cédulas - 1a. família,2,76
2005,PARANÁ,Cédulas - 1a. família,5,629
2005,PARANÁ,Cédulas - 1a. família,10,2245
2005,PARANÁ,Cédulas - em polímero,10,2089
2005,PARANÁ,Cédulas - 1a. família,20,685
2005,PARANÁ,Cédulas - 1a. família,50,14811
2005,PARANÁ,Cédulas - 1a. família,100,56
2005,PERNAMBUCO,Cédulas - 1a. família,1,7
2005,PERNAMBUCO,Cédulas - 1a. família,2,48
2005,PERNAMBUCO,Cédulas - 1a. família,5,475
2005,PERNAMBUCO,Cédulas - 1a. família,10,1376
2005,PERNAMBUCO,Cédulas - em polímero,10,87
2005,PERNAMBUCO,Cédulas - 1a. família,20,2441
2005,PERNAMBUCO,Cédulas - 1a. família,100,22
2005,PIAUÍ,Cédulas - 1a. família,1,3
2005,PIAUÍ,Cédulas - 1a. família,2,8
2005,PIAUÍ,Cédulas - 1a. família,5,363
2005,PIAUÍ,Cédulas - 1a. família,10,694
2005,PIAUÍ,Cédulas - em polímero,10,45
2005,PIAUÍ,Cédulas - 1a. família,20,299
2005,PIAUÍ,Cédulas - 1a. família,50,2443
2005,PIAUÍ,Cédulas - 1a. família,100,7
2005,RIO DE JANEIRO,Cédulas - 1a. família,1,30
2005,RIO DE JANEIRO,Cédulas - 1a. família,2,56
2005,RIO DE JANEIRO,Cédulas - 1a. família,5,1429
2005,RIO DE JANEIRO,Cédulas - 1a. família,10,12634
2005,RIO DE JANEIRO,Cédulas - em polímero,10,433
2005,RIO DE JANEIRO,Cédulas - 1a. família,20,3974
2005,RIO DE JANEIRO,Cédulas - 1a. família,50,25667
2005,RIO DE JANEIRO,Cédulas - 1a. família,100,2428
2005,RIO GRANDE DO NORTE,Cédulas - 1a. família,1,1
2005,RIO GRANDE DO NORTE,Cédulas - 1a. família,2,11
2005,RIO GRANDE DO NORTE,Cédulas - 1a. família,5,220
2005,RIO GRANDE DO NORTE,Cédulas - 1a. família,10,541
2005,RIO GRANDE DO NORTE,Cédulas - em polímero,10,22
2005,RIO GRANDE DO NORTE,Cédulas - 1a. família,20,166
2005,RIO GRANDE DO NORTE,Cédulas - 1a. família,50,1462
2005,RIO GRANDE DO NORTE,Cédulas - 1a. família,100,9
2005,RIO GRANDE DO SUL,Cédulas - 1a. família,1,17
2005,RIO GRANDE DO SUL,Cédulas - 1a. família,2,94
2005,RIO GRANDE DO SUL,Cédulas - 1a. família,5,2345
2005,RIO GRANDE DO SUL,Cédulas - 1a. família,10,8763
2005,RIO GRANDE DO SUL,Cédulas - em polímero,10,207
2005,RIO GRANDE DO SUL,Cédulas - 1a. família,50,20034
2005,RIO GRANDE DO SUL,Cédulas - 1a. família,100,558
2005,RONDÔNIA,Cédulas - 1a. família,2,2
2005,RONDÔNIA,Cédulas - 1a. família,5,76
2005,RONDÔNIA,Cédulas - 1a. família,10,188
2005,RONDÔNIA,Cédulas - em polímero,10,37
2005,RONDÔNIA,Cédulas - 1a. família,20,303
2005,RONDÔNIA,Cédulas - 1a. família,50,1194
2005,RONDÔNIA,Cédulas - 1a. família,100,65
2005,RORAIMA,Cédulas - 1a. família,5,6
2005,RORAIMA,Cédulas - 1a. família,10,14
2005,RORAIMA,Cédulas - em polímero,10,197
2005,RORAIMA,Cédulas - 1a. família,20,1
2005,RORAIMA,Cédulas - 1a. família,50,60
2005,RORAIMA,Cédulas - 1a. família,100,39
2005,SANTA CATARINA,Cédulas - 1a. família,1,7
2005,SANTA CATARINA,Cédulas - 1a. família,2,12
2005,SANTA CATARINA,Cédulas - 1a. família,5,372
2005,SANTA CATARINA,Cédulas - 1a. família,10,1004
2005,SANTA CATARINA,Cédulas - em polímero,10,479
2005,SANTA CATARINA,Cédulas - 1a. família,20,413
2005,SANTA CATARINA,Cédulas - 1a. família,50,5898
2005,SANTA CATARINA,Cédulas - 1a. família,100,236
2005,SÃO PAULO,Cédulas - 1a. família,1,92
2005,SÃO PAULO,Cédulas - 1a. família,2,163
2005,SÃO PAULO,Cédulas - 1a. família,5,5111
2005,SÃO PAULO,Cédulas - 1a. família,10,19786
2005,SÃO PAULO,Cédulas - em polímero,10,12266
2005,SÃO PAULO,Cédulas - 1a. família,20,14253
2005,SÃO PAULO,Cédulas - 1a. família,50,110915
2005,SÃO PAULO,Cédulas - 1a. família,100,1051
2005,SERGIPE,Cédulas - 1a. família,1,1
2005,SERGIPE,Cédulas - 1a. família,5,455
2005,SERGIPE,Cédulas - 1a. família,10,319
2005,SERGIPE,Cédulas - em polímero,10,7
2005,SERGIPE,Cédulas - 1a. família,20,258
2005,SERGIPE,Cédulas - 1a. família,50,1391
2005,SERGIPE,Cédulas - 1a. família,100,2
2005,TOCANTINS,Cédulas - 1a. família,5,111
2005,TOCANTINS,Cédulas - 1a. família,10,78
2005,TOCANTINS,Cédulas - em polímero,10,1
2005,TOCANTINS,Cédulas - 1a. família,20,31
2005,TOCANTINS,Cédulas - 1a. família,50,821
2005,TOCANTINS,Cédulas - 1a. família,100,1
2006,ACRE,Cédulas - 1a. família,1,2
2006,ACRE,Cédulas - 1a. família,5,11
2006,ACRE,Cédulas - 1a. família,10,24
2006,ACRE,Cédulas - 1a. família,20,24
2006,ACRE,Cédulas - 1a. família,50,552
2006,ACRE,Cédulas - 1a. família,100,2
2006,ALAGOAS,Cédulas - 1a. família,2,2
2006,ALAGOAS,Cédulas - 1a. família,5,344
2006,ALAGOAS,Cédulas - 1a. família,10,1543
2006,ALAGOAS,Cédulas - em polímero,10,10
2006,ALAGOAS,Cédulas - 1a. família,20,238
2006,ALAGOAS,Cédulas - 1a. família,50,3265
2006,ALAGOAS,Cédulas - 1a. família,100,44
2006,AMAPÁ,Cédulas - 1a. família,2,2
2006,AMAPÁ,Cédulas - 1a. família,5,1
2006,AMAPÁ,Cédulas - 1a. família,10,15
2006,AMAPÁ,Cédulas - em polímero,10,2
2006,AMAPÁ,Cédulas - 1a. família,20,6
2006,AMAPÁ,Cédulas - 1a. família,50,36
2006,AMAZONAS,Cédulas - 1a. família,1,3
2006,AMAZONAS,Cédulas - 1a. família,2,21
2006,AMAZONAS,Cédulas - 1a. família,5,108
2006,AMAZONAS,Cédulas - 1a. família,10,332
2006,AMAZONAS,Cédulas - em polímero,10,118
2006,AMAZONAS,Cédulas - 1a. família,20,32
2006,AMAZONAS,Cédulas - 1a. família,50,481
2006,AMAZONAS,Cédulas - 1a. família,100,44
2006,BAHIA,Cédulas - 1a. família,1,5
2006,BAHIA,Cédulas - 1a. família,2,51
2006,BAHIA,Cédulas - 1a. família,5,1383
2006,BAHIA,Cédulas - 1a. família,10,7658
2006,BAHIA,Cédulas - em polímero,10,241
2006,BAHIA,Cédulas - 1a. família,20,569
2006,BAHIA,Cédulas - 1a. família,50,16445
2006,BAHIA,Cédulas - 1a. família,100,66
2006,CEARÁ,Cédulas - 1a. família,1,2
2006,CEARÁ,Cédulas - 1a. família,2,7
2006,CEARÁ,Cédulas - 1a. família,5,226
2006,CEARÁ,Cédulas - 1a. família,10,3566
2006,CEARÁ,Cédulas - em polímero,10,411
2006,CEARÁ,Cédulas - 1a. família,20,465
2006,CEARÁ,Cédulas - 1a. família,50,5825
2006,CEARÁ,Cédulas - 1a. família,100,15
2006,DISTRITO FEDERAL,Cédulas - 1a. família,1,6
2006,DISTRITO FEDERAL,Cédulas - 1a. família,2,362
2006,DISTRITO FEDERAL,Cédulas - 1a. família,5,978
2006,DISTRITO FEDERAL,Cédulas - 1a. família,10,4726
2006,DISTRITO FEDERAL,Cédulas - em polímero,10,27
2006,DISTRITO FEDERAL,Cédulas - 1a. família,20,536
2006,DISTRITO FEDERAL,Cédulas - 1a. família,50,14911
2006,DISTRITO FEDERAL,Cédulas - 1a. família,100,59
2006,ESPÍRITO SANTO,Cédulas - 1a. família,1,6
2006,ESPÍRITO SANTO,Cédulas - 1a. família,2,45
2006,ESPÍRITO SANTO,Cédulas - 1a. família,5,348
2006,ESPÍRITO SANTO,Cédulas - 1a. família,10,1345
2006,ESPÍRITO SANTO,Cédulas - em polímero,10,265
2006,ESPÍRITO SANTO,Cédulas - 1a. família,20,131
2006,ESPÍRITO SANTO,Cédulas - 1a. família,50,3071
2006,ESPÍRITO SANTO,Cédulas - 1a. família,100,22
2006,GOIÁS,Cédulas - 1a. família,1,7
2006,GOIÁS,Cédulas - 1a. família,2,136
2006,GOIÁS,Cédulas - 1a. família,5,653
2006,GOIÁS,Cédulas - 1a. família,10,7079
2006,GOIÁS,Cédulas - em polímero,10,46
2006,GOIÁS,Cédulas - 1a. família,20,235
2006,GOIÁS,Cédulas - 1a. família,50,12548
2006,GOIÁS,Cédulas - 1a. família,100,130
2006,MARANHÃO,Cédulas - 1a. família,2,14
2006,MARANHÃO,Cédulas - 1a. família,5,273
2006,MARANHÃO,Cédulas - em polímero,10,16
2006,MARANHÃO,Cédulas - 1a. família,20,421
2006,MARANHÃO,Cédulas - 1a. família,50,3758
2006,MARANHÃO,Cédulas - 1a. família,100,80
2006,MATO GROSSO,Cédulas - 1a. família,2,6
2006,MATO GROSSO,Cédulas - 1a. família,5,141
2006,MATO GROSSO,Cédulas - 1a. família,10,413
2006,MATO GROSSO,Cédulas - em polímero,10,11
2006,MATO GROSSO,Cédulas - 1a. família,20,37
2006,MATO GROSSO,Cédulas - 1a. família,50,2238
2006,MATO GROSSO,Cédulas - 1a. família,100,49
2006,MATO GROSSO DO SUL,Cédulas - 1a. família,1,4
2006,MATO GROSSO DO SUL,Cédulas - 1a. família,2,10
2006,MATO GROSSO DO SUL,Cédulas - 1a. família,5,112
2006,MATO GROSSO DO SUL,Cédulas - 1a. família,10,463
2006,MATO GROSSO DO SUL,Cédulas - em polímero,10,13
2006,MATO GROSSO DO SUL,Cédulas - 1a. família,20,46
2006,MATO GROSSO DO SUL,Cédulas - 1a. família,50,13716
2006,MATO GROSSO DO SUL,Cédulas - 1a. família,100,12
2006,MINAS GERAIS,Cédulas - 1a. família,1,30
2006,MINAS GERAIS,Cédulas - 1a. família,2,141
2006,MINAS GERAIS,Cédulas - 1a. família,5,2657
2006,MINAS GERAIS,Cédulas - 1a. família,20,972
2006,MINAS GERAIS,Cédulas - 1a. família,50,37668
2006,MINAS GERAIS,Cédulas - 1a. família,100,396
2006,NAO INFORMADO,Cédulas - 1a. família,5,15
2006,NAO INFORMADO,Cédulas - 1a. família,10,25
2006,NAO INFORMADO,Cédulas - 1a. família,50,47
2006,PARÁ,Cédulas - 1a. família,2,11
2006,PARÁ,Cédulas - 1a. família,5,329
2006,PARÁ,Cédulas - 1a. família,10,1407
2006,PARÁ,Cédulas - em polímero,10,637
2006,PARÁ,Cédulas - 1a. família,20,382
2006,PARÁ,Cédulas - 1a. família,50,3061
2006,PARÁ,Cédulas - 1a. família,100,59
2006,PARAÍBA,Cédulas - 1a. família,1,2
2006,PARAÍBA,Cédulas - 1a. família,2,30
2006,PARAÍBA,Cédulas - 1a. família,5,283
2006,PARAÍBA,Cédulas - 1a. família,10,729
2006,PARAÍBA,Cédulas - em polímero,10,27
2006,PARAÍBA,Cédulas - 1a. família,20,264
2006,PARAÍBA,Cédulas - 1a. família,50,3824
2006,PARAÍBA,Cédulas - 1a. família,100,8
2006,PARANÁ,Cédulas - 1a. família,1,98
2006,PARANÁ,Cédulas - 1a. família,2,83
2006,PARANÁ,Cédulas - 1a. família,5,1254
2006,PARANÁ,Cédulas - 1a. família,10,8813
2006,PARANÁ,Cédulas - em polímero,10,621
2006,PARANÁ,Cédulas - 1a. família,20,1191
2006,PARANÁ,Cédulas - 1a. família,50,20737
2006,PARANÁ,Cédulas - 1a. família,100,119
2006,PERNAMBUCO,Cédulas - 1a. família,1,11
2006,PERNAMBUCO,Cédulas - 1a. família,2,114
2006,PERNAMBUCO,Cédulas - 1a. família,5,1002
2006,PERNAMBUCO,Cédulas - 1a. família,10,2353
2006,PERNAMBUCO,Cédulas - em polímero,10,116
2006,PERNAMBUCO,Cédulas - 1a. família,20,649
2006,PERNAMBUCO,Cédulas - 1a. família,50,11325
2006,PERNAMBUCO,Cédulas - 1a. família,100,19
2006,PIAUÍ,Cédulas - 1a. família,2,2
2006,PIAUÍ,Cédulas - 1a. família,5,230
2006,PIAUÍ,Cédulas - 1a. família,10,733
2006,PIAUÍ,Cédulas - em polímero,10,28
2006,PIAUÍ,Cédulas - 1a. família,20,189
2006,PIAUÍ,Cédulas - 1a. família,50,2947
2006,PIAUÍ,Cédulas - 1a. família,100,11
2006,RIO DE JANEIRO,Cédulas - 1a. família,1,7
2006,RIO DE JANEIRO,Cédulas - 1a. família,2,39
2006,RIO DE JANEIRO,Cédulas - 1a. família,5,903
2006,RIO DE JANEIRO,Cédulas - 1a. família,10,13115
2006,RIO DE JANEIRO,Cédulas - em polímero,10,897
2006,RIO DE JANEIRO,Cédulas - 1a. família,20,1391
2006,RIO DE JANEIRO,Cédulas - 1a. família,50,51192
2006,RIO DE JANEIRO,Cédulas - 1a. família,100,2343
2006,RIO GRANDE DO NORTE,Cédulas - 1a. família,1,2
2006,RIO GRANDE DO NORTE,Cédulas - 1a. família,2,10
2006,RIO GRANDE DO NORTE,Cédulas - 1a. família,5,366
2006,RIO GRANDE DO NORTE,Cédulas - 1a. família,10,928
2006,RIO GRANDE DO NORTE,Cédulas - em polímero,10,13
2006,RIO GRANDE DO NORTE,Cédulas - 1a. família,20,159
2006,RIO GRANDE DO NORTE,Cédulas - 1a. família,50,2482
2006,RIO GRANDE DO NORTE,Cédulas - 1a. família,100,6
2006,RIO GRANDE DO SUL,Cédulas - 1a. família,1,30
2006,RIO GRANDE DO SUL,Cédulas - 1a. família,2,102
2006,RIO GRANDE DO SUL,Cédulas - 1a. família,5,1401
2006,RIO GRANDE DO SUL,Cédulas - em polímero,10,219
2006,RIO GRANDE DO SUL,Cédulas - 1a. família,20,5805
2006,RIO GRANDE DO SUL,Cédulas - 1a. família,50,20616
2006,RIO GRANDE DO SUL,Cédulas - 1a. família,100,243
2006,RONDÔNIA,Cédulas - 1a. família,1,1
2006,RONDÔNIA,Cédulas - 1a. família,2,8
2006,RONDÔNIA,Cédulas - 1a. família,5,61
2006,RONDÔNIA,Cédulas - 1a. família,10,810
2006,RONDÔNIA,Cédulas - em polímero,10,12
2006,RONDÔNIA,Cédulas - 1a. família,20,107
2006,RONDÔNIA,Cédulas - 1a. família,50,1867
2006,RONDÔNIA,Cédulas - 1a. família,100,178
2006,RORAIMA,Cédulas - 1a. família,5,5
2006,RORAIMA,Cédulas - 1a. família,10,23
2006,RORAIMA,Cédulas - em polímero,10,8
2006,RORAIMA,Cédulas - 1a. família,20,1
2006,RORAIMA,Cédulas - 1a. família,50,25
2006,RORAIMA,Cédulas - 1a. família,100,9
2006,SANTA CATARINA,Cédulas - 1a. família,1,6
2006,SANTA CATARINA,Cédulas - 1a. família,2,15
2006,SANTA CATARINA,Cédulas - 1a. família,5,362
2006,SANTA CATARINA,Cédulas - 1a. família,10,1923
2006,SANTA CATARINA,Cédulas - em polímero,10,100
2006,SANTA CATARINA,Cédulas - 1a. família,20,746
2006,SANTA CATARINA,Cédulas - 1a. família,50,7449
2006,SANTA CATARINA,Cédulas - 1a. família,100,104
2006,SÃO PAULO,Cédulas - 1a. família,1,103
2006,SÃO PAULO,Cédulas - 1a. família,2,267
2006,SÃO PAULO,Cédulas - 1a. família,5,8547
2006,SÃO PAULO,Cédulas - 1a. família,10,52835
2006,SÃO PAULO,Cédulas - em polímero,10,9479
2006,SÃO PAULO,Cédulas - 1a. família,20,4532
2006,SÃO PAULO,Cédulas - 1a. família,50,188792
2006,SÃO PAULO,Cédulas - 1a. família,100,1295
2006,SERGIPE,Cédulas - 1a. família,1,1
2006,SERGIPE,Cédulas - 1a. família,2,6
2006,SERGIPE,Cédulas - 1a. família,5,135
2006,SERGIPE,Cédulas - 1a. família,10,506
2006,SERGIPE,Cédulas - em polímero,10,4
2006,SERGIPE,Cédulas - 1a. família,20,47
2006,SERGIPE,Cédulas - 1a. família,50,1643
2006,SERGIPE,Cédulas - 1a. família,100,11
2006,TOCANTINS,Cédulas - 1a. família,2,2
2006,TOCANTINS,Cédulas - 1a. família,5,44
2006,TOCANTINS,Cédulas - 1a. família,10,226
2006,TOCANTINS,Cédulas - 1a. família,20,45
2006,TOCANTINS,Cédulas - 1a. família,50,997
2006,TOCANTINS,Cédulas - 1a. família,100,12
2007,ACRE,Cédulas - 1a. família,5,6
2007,ACRE,Cédulas - 1a. família,10,25
2007,ACRE,Cédulas - 1a. família,20,6
2007,ACRE,Cédulas - 1a. família,50,545
2007,ACRE,Cédulas - 1a. família,100,2
2007,ALAGOAS,Cédulas - 1a. família,1,1
2007,ALAGOAS,Cédulas - 1a. família,2,27
2007,ALAGOAS,Cédulas - 1a. família,5,307
2007,ALAGOAS,Cédulas - 1a. família,10,643
2007,ALAGOAS,Cédulas - em polímero,10,605
2007,ALAGOAS,Cédulas - 1a. família,20,649
2007,ALAGOAS,Cédulas - 1a. família,50,5947
2007,ALAGOAS,Cédulas - 1a. família,100,30
2007,AMAPÁ,Cédulas - 1a. família,2,1
2007,AMAPÁ,Cédulas - 1a. família,5,4
2007,AMAPÁ,Cédulas - 1a. família,10,19
2007,AMAPÁ,Cédulas - 1a. família,20,6
2007,AMAPÁ,Cédulas - 1a. família,50,33
2007,AMAZONAS,Cédulas - 1a. família,2,22
2007,AMAZONAS,Cédulas - 1a. família,5,253
2007,AMAZONAS,Cédulas - 1a. família,10,262
2007,AMAZONAS,Cédulas - em polímero,10,150
2007,AMAZONAS,Cédulas - 1a. família,20,436
2007,AMAZONAS,Cédulas - 1a. família,50,5456
2007,AMAZONAS,Cédulas - 1a. família,100,31
2007,BAHIA,Cédulas - 1a. família,1,7
2007,BAHIA,Cédulas - 1a. família,2,74
2007,BAHIA,Cédulas - 1a. família,5,963
2007,BAHIA,Cédulas - 1a. família,10,3021
2007,BAHIA,Cédulas - em polímero,10,2499
2007,BAHIA,Cédulas - 1a. família,20,2371
2007,BAHIA,Cédulas - 1a. família,50,24167
2007,BAHIA,Cédulas - 1a. família,100,225
2007,CEARÁ,Cédulas - 1a. família,2,69
2007,CEARÁ,Cédulas - 1a. família,5,165
2007,CEARÁ,Cédulas - 1a. família,10,1698
2007,CEARÁ,Cédulas - em polímero,10,399
2007,CEARÁ,Cédulas - 1a. família,20,4291
2007,CEARÁ,Cédulas - 1a. família,50,11936
2007,CEARÁ,Cédulas - 1a. família,100,13
2007,DISTRITO FEDERAL,Cédulas - 1a. família,1,4
2007,DISTRITO FEDERAL,Cédulas - 1a. família,2,118
2007,DISTRITO FEDERAL,Cédulas - 1a. família,5,1583
2007,DISTRITO FEDERAL,Cédulas - 1a. família,10,3873
2007,DISTRITO FEDERAL,Cédulas - em polímero,10,1039
2007,DISTRITO FEDERAL,Cédulas - 1a. família,20,1143
2007,DISTRITO FEDERAL,Cédulas - 1a. família,50,5703
2007,DISTRITO FEDERAL,Cédulas - 1a. família,100,31
2007,ESPÍRITO SANTO,Cédulas - 1a. família,2,42
2007,ESPÍRITO SANTO,Cédulas - 1a. família,5,311
2007,ESPÍRITO SANTO,Cédulas - 1a. família,10,1627
2007,ESPÍRITO SANTO,Cédulas - em polímero,10,972
2007,ESPÍRITO SANTO,Cédulas - 1a. família,20,640
2007,ESPÍRITO SANTO,Cédulas - 1a. família,50,2906
2007,ESPÍRITO SANTO,Cédulas - 1a. família,100,50
2007,GOIÁS,Cédulas - 1a. família,1,3
2007,GOIÁS,Cédulas - 1a. família,2,69
2007,GOIÁS,Cédulas - 1a. família,5,2618
2007,GOIÁS,Cédulas - 1a. família,10,8952
2007,GOIÁS,Cédulas - em polímero,10,1622
2007,GOIÁS,Cédulas - 1a. família,20,1373
2007,GOIÁS,Cédulas - 1a. família,50,10827
2007,GOIÁS,Cédulas - 1a. família,100,174
2007,MARANHÃO,Cédulas - 1a. família,1,1
2007,MARANHÃO,Cédulas - 1a. família,2,22
2007,MARANHÃO,Cédulas - 1a. família,5,394
2007,MARANHÃO,Cédulas - 1a. família,10,553
2007,MARANHÃO,Cédulas - em polímero,10,58
2007,MARANHÃO,Cédulas - 1a. família,20,343
2007,MARANHÃO,Cédulas - 1a. família,50,4249
2007,MARANHÃO,Cédulas - 1a. família,100,34
2007,MATO GROSSO,Cédulas - 1a. família,1,1
2007,MATO GROSSO,Cédulas - 1a. família,2,12
2007,MATO GROSSO,Cédulas - 1a. família,5,104
2007,MATO GROSSO,Cédulas - 1a. família,10,403
2007,MATO GROSSO,Cédulas - em polímero,10,21
2007,MATO GROSSO,Cédulas - 1a. família,20,622
2007,MATO GROSSO,Cédulas - 1a. família,50,1776
2007,MATO GROSSO,Cédulas - 1a. família,100,20
2007,MATO GROSSO DO SUL,Cédulas - 1a. família,1,1
2007,MATO GROSSO DO SUL,Cédulas - 1a. família,2,6
2007,MATO GROSSO DO SUL,Cédulas - 1a. família,5,79
2007,MATO GROSSO DO SUL,Cédulas - 1a. família,10,237
2007,MATO GROSSO DO SUL,Cédulas - em polímero,10,41
2007,MATO GROSSO DO SUL,Cédulas - 1a. família,20,1396
2007,MATO GROSSO DO SUL,Cédulas - 1a. família,50,10677
2007,MATO GROSSO DO SUL,Cédulas - 1a. família,100,78
2007,MINAS GERAIS,Cédulas - 1a. família,1,16
2007,MINAS GERAIS,Cédulas - 1a. família,2,240
2007,MINAS GERAIS,Cédulas - 1a. família,5,3471
2007,MINAS GERAIS,Cédulas - 1a. família,10,11046
2007,MINAS GERAIS,Cédulas - em polímero,10,9249
2007,MINAS GERAIS,Cédulas - 1a. família,20,4235
2007,MINAS GERAIS,Cédulas - 1a. família,50,36751
2007,MINAS GERAIS,Cédulas - 1a. família,100,507
2007,NAO INFORMADO,Cédulas - 1a. família,5,2
2007,NAO INFORMADO,Cédulas - 1a. família,10,13
2007,NAO INFORMADO,Cédulas - 1a. família,20,4
2007,NAO INFORMADO,Cédulas - 1a. família,50,57
2007,PARÁ,Cédulas - 1a. família,2,4
2007,PARÁ,Cédulas - 1a. família,5,192
2007,PARÁ,Cédulas - 1a. família,10,1285
2007,PARÁ,Cédulas - em polímero,10,139
2007,PARÁ,Cédulas - 1a. família,20,149
2007,PARÁ,Cédulas - 1a. família,50,2284
2007,PARÁ,Cédulas - 1a. família,100,19
2007,PARAÍBA,Cédulas - 1a. família,2,32
2007,PARAÍBA,Cédulas - 1a. família,5,232
2007,PARAÍBA,Cédulas - 1a. família,10,581
2007,PARAÍBA,Cédulas - em polímero,10,303
2007,PARAÍBA,Cédulas - 1a. família,20,675
2007,PARAÍBA,Cédulas - 1a. família,50,4313
2007,PARAÍBA,Cédulas - 1a. família,100,13
2007,PARANÁ,Cédulas - 1a. família,1,18
2007,PARANÁ,Cédulas - 1a. família,2,80
2007,PARANÁ,Cédulas - 1a. família,5,1212
2007,PARANÁ,Cédulas - 1a. família,10,6857
2007,PARANÁ,Cédulas - em polímero,10,607
2007,PARANÁ,Cédulas - 1a. família,20,1835
2007,PARANÁ,Cédulas - 1a. família,50,17986
2007,PARANÁ,Cédulas - 1a. família,100,95
2007,PERNAMBUCO,Cédulas - 1a. família,1,7
2007,PERNAMBUCO,Cédulas - 1a. família,2,140
2007,PERNAMBUCO,Cédulas - 1a. família,5,1233
2007,PERNAMBUCO,Cédulas - 1a. família,10,3351
2007,PERNAMBUCO,Cédulas - em polímero,10,2774
2007,PERNAMBUCO,Cédulas - 1a. família,20,2171
2007,PERNAMBUCO,Cédulas - 1a. família,50,15091
2007,PERNAMBUCO,Cédulas - 1a. família,100,30
2007,PIAUÍ,Cédulas - 1a. família,2,9
2007,PIAUÍ,Cédulas - 1a. família,5,159
2007,PIAUÍ,Cédulas - 1a. família,10,322
2007,PIAUÍ,Cédulas - em polímero,10,105
2007,PIAUÍ,Cédulas - 1a. família,20,356
2007,PIAUÍ,Cédulas - 1a. família,50,3054
2007,PIAUÍ,Cédulas - 1a. família,100,5
2007,RIO DE JANEIRO,Cédulas - 1a. família,1,3
2007,RIO DE JANEIRO,Cédulas - 1a. família,2,105
2007,RIO DE JANEIRO,Cédulas - 1a. família,5,1654
2007,RIO DE JANEIRO,Cédulas - 1a. família,10,7322
2007,RIO DE JANEIRO,Cédulas - em polímero,10,3694
2007,RIO DE JANEIRO,Cédulas - 1a. família,20,2051
2007,RIO DE JANEIRO,Cédulas - 1a. família,100,2213
2007,RIO GRANDE DO NORTE,Cédulas - 1a. família,2,6
2007,RIO GRANDE DO NORTE,Cédulas - 1a. família,5,123
2007,RIO GRANDE DO NORTE,Cédulas - 1a. família,10,697
2007,RIO GRANDE DO NORTE,Cédulas - em polímero,10,26
